knr,kname,year,user_payment_nh
2021,Kárásjohka - Karasjok,2013,3439
2021,Kárásjohka - Karasjok,2014,3496
2021,Kárásjohka - Karasjok,2015,3669
2021,Kárásjohka - Karasjok,2016,3762
2022,Lebesby,2003,1565
2022,Lebesby,2004,1381
2022,Lebesby,2005,1159
2022,Lebesby,2006,1291
2022,Lebesby,2007,1417
2022,Lebesby,2008,1859
2022,Lebesby,2009,1821
2022,Lebesby,2010,2163
2022,Lebesby,2011,3236
2022,Lebesby,2012,2641
2022,Lebesby,2013,2938
2022,Lebesby,2014,2388
2022,Lebesby,2015,2630
2022,Lebesby,2016,2523
2023,Gamvik,2003,1376
2023,Gamvik,2004,1404
2023,Gamvik,2005,1412
2023,Gamvik,2006,1589
2023,Gamvik,2007,1838
2023,Gamvik,2008,1934
2023,Gamvik,2009,2133
2023,Gamvik,2010,1854
2023,Gamvik,2011,1936
2023,Gamvik,2012,2094
2023,Gamvik,2013,1669
2023,Gamvik,2014,1715
2023,Gamvik,2015,1756
2023,Gamvik,2016,1906
2024,Berlevåg,2003,2051
2024,Berlevåg,2004,1972
2024,Berlevåg,2005,1734
2024,Berlevåg,2006,1774
2024,Berlevåg,2007,1277
2024,Berlevåg,2008,1639
2024,Berlevåg,2009,1737
2024,Berlevåg,2010,1245
2024,Berlevåg,2011,1235
2024,Berlevåg,2012,1503
2024,Berlevåg,2013,1578
2024,Berlevåg,2014,1518
2024,Berlevåg,2015,1513
2024,Berlevåg,2016,1775
2025,Deatnu - Tana,2003,3112
2025,Deatnu - Tana,2004,3115
2025,Deatnu - Tana,2005,3557
2025,Deatnu - Tana,2006,3640
2025,Deatnu - Tana,2007,3964
2025,Deatnu - Tana,2008,3987
2025,Deatnu - Tana,2009,4416
2025,Deatnu - Tana,2010,5176
2025,Deatnu - Tana,2011,4728
2025,Deatnu - Tana,2012,4396
2025,Deatnu - Tana,2013,4711
2025,Deatnu - Tana,2014,3196
2025,Deatnu - Tana,2015,2136
2025,Deatnu - Tana,2016,2113
2027,Unjárga - Nesseby,2003,1496
2027,Unjárga - Nesseby,2004,1477
2027,Unjárga - Nesseby,2005,1463
2027,Unjárga - Nesseby,2006,1799
2027,Unjárga - Nesseby,2007,1757
2027,Unjárga - Nesseby,2008,1600
2027,Unjárga - Nesseby,2009,1534
2027,Unjárga - Nesseby,2010,1337
2027,Unjárga - Nesseby,2011,1328
2027,Unjárga - Nesseby,2012,1456
2027,Unjárga - Nesseby,2013,1556
2027,Unjárga - Nesseby,2014,2039
2027,Unjárga - Nesseby,2015,2750
2027,Unjárga - Nesseby,2016,2411
2028,Båtsfjord,2003,992
2028,Båtsfjord,2004,1211
2028,Båtsfjord,2005,1633
2028,Båtsfjord,2006,1482
2028,Båtsfjord,2007,1712
2028,Båtsfjord,2008,1806
2028,Båtsfjord,2009,1665
2028,Båtsfjord,2010,1758
2028,Båtsfjord,2011,1592
2028,Båtsfjord,2012,2420
2028,Båtsfjord,2013,2100
2028,Båtsfjord,2014,2132
2028,Båtsfjord,2015,2389
2028,Båtsfjord,2016,2741
2030,Sør-Varanger,2003,9406
2030,Sør-Varanger,2004,9280
2030,Sør-Varanger,2005,10157
2030,Sør-Varanger,2006,10527
2030,Sør-Varanger,2007,10473
2030,Sør-Varanger,2008,11896
2030,Sør-Varanger,2009,12045
2030,Sør-Varanger,2010,11876
2030,Sør-Varanger,2011,14592
2030,Sør-Varanger,2012,14547
2030,Sør-Varanger,2013,14814
2030,Sør-Varanger,2014,13978
2030,Sør-Varanger,2015,13452
2030,Sør-Varanger,2016,13718
2111,Longyearbyen,2003,NA
2111,Longyearbyen,2004,NA
2111,Longyearbyen,2005,NA
2111,Longyearbyen,2006,NA
2111,Longyearbyen,2007,NA
2111,Longyearbyen,2008,NA
2111,Longyearbyen,2009,NA
2111,Longyearbyen,2010,NA
2111,Longyearbyen,2011,NA
2111,Longyearbyen,2012,NA
2111,Longyearbyen,2013,NA
2111,Longyearbyen,2014,0
2111,Longyearbyen,2015,0
2111,Longyearbyen,2016,0
