knr,kname,year,user_payment_hbc
1411,Gulen,2014,360
1411,Gulen,2015,420
1411,Gulen,2016,487
1412,Solund,2003,120
1412,Solund,2004,123
1412,Solund,2005,97
1412,Solund,2006,123
1412,Solund,2007,104
1412,Solund,2008,118
1412,Solund,2009,115
1412,Solund,2010,114
1412,Solund,2011,70
1412,Solund,2012,84
1412,Solund,2013,75
1412,Solund,2014,91
1412,Solund,2015,83
1412,Solund,2016,71
1413,Hyllestad,2003,257
1413,Hyllestad,2004,263
1413,Hyllestad,2005,255
1413,Hyllestad,2006,230
1413,Hyllestad,2007,180
1413,Hyllestad,2008,175
1413,Hyllestad,2009,128
1413,Hyllestad,2010,137
1413,Hyllestad,2011,138
1413,Hyllestad,2012,131
1413,Hyllestad,2013,156
1413,Hyllestad,2014,142
1413,Hyllestad,2015,150
1413,Hyllestad,2016,431
1416,Høyanger,2003,498
1416,Høyanger,2004,563
1416,Høyanger,2005,614
1416,Høyanger,2006,515
1416,Høyanger,2007,510
1416,Høyanger,2008,537
1416,Høyanger,2009,537
1416,Høyanger,2010,676
1416,Høyanger,2011,649
1416,Høyanger,2012,515
1416,Høyanger,2013,564
1416,Høyanger,2014,414
1416,Høyanger,2015,435
1416,Høyanger,2016,463
1417,Vik,2003,434
1417,Vik,2004,396
1417,Vik,2005,535
1417,Vik,2006,495
1417,Vik,2007,471
1417,Vik,2008,449
1417,Vik,2009,455
1417,Vik,2010,475
1417,Vik,2011,466
1417,Vik,2012,495
1417,Vik,2013,515
1417,Vik,2014,467
1417,Vik,2015,564
1417,Vik,2016,551
1418,Balestrand,2003,294
1418,Balestrand,2004,247
1418,Balestrand,2005,246
1418,Balestrand,2006,224
1418,Balestrand,2007,193
1418,Balestrand,2008,247
1418,Balestrand,2009,216
1418,Balestrand,2010,240
1418,Balestrand,2011,203
1418,Balestrand,2012,233
1418,Balestrand,2013,228
1418,Balestrand,2014,210
1418,Balestrand,2015,225
1418,Balestrand,2016,219
1419,Leikanger,2003,253
1419,Leikanger,2004,268
1419,Leikanger,2005,184
1419,Leikanger,2006,204
1419,Leikanger,2007,222
1419,Leikanger,2008,277
1419,Leikanger,2009,249
1419,Leikanger,2010,274
1419,Leikanger,2011,250
1419,Leikanger,2012,228
1419,Leikanger,2013,313
1419,Leikanger,2014,193
1419,Leikanger,2015,322
1419,Leikanger,2016,258
1420,Sogndal,2003,1993
1420,Sogndal,2004,3206
1420,Sogndal,2005,3525
1420,Sogndal,2006,3726
1420,Sogndal,2007,4041
1420,Sogndal,2008,4019
1420,Sogndal,2009,3910
1420,Sogndal,2010,3903
1420,Sogndal,2011,4202
1420,Sogndal,2012,4482
1420,Sogndal,2013,4706
1420,Sogndal,2014,5019
1420,Sogndal,2015,4979
1420,Sogndal,2016,4984
1421,Aurland,2003,192
1421,Aurland,2004,180
1421,Aurland,2005,207
1421,Aurland,2006,191
1421,Aurland,2007,156
1421,Aurland,2008,145
1421,Aurland,2009,142
1421,Aurland,2010,170
1421,Aurland,2011,177
1421,Aurland,2012,195
1421,Aurland,2013,193
1421,Aurland,2014,204
1421,Aurland,2015,191
1421,Aurland,2016,179
1422,Lærdal,2003,229
1422,Lærdal,2004,264
1422,Lærdal,2005,288
1422,Lærdal,2006,257
1422,Lærdal,2007,226
1422,Lærdal,2008,245
1422,Lærdal,2009,355
1422,Lærdal,2010,405
1422,Lærdal,2011,448
1422,Lærdal,2012,430
1422,Lærdal,2013,402
1422,Lærdal,2014,370
1422,Lærdal,2015,318
1422,Lærdal,2016,300
1424,Årdal,2003,837
1424,Årdal,2004,846
1424,Årdal,2005,827
1424,Årdal,2006,766
1424,Årdal,2007,814
1424,Årdal,2008,936
1424,Årdal,2009,983
1424,Årdal,2010,1154
1424,Årdal,2011,1267
1424,Årdal,2012,1718
1424,Årdal,2013,1737
1424,Årdal,2014,1485
1424,Årdal,2015,1340
1424,Årdal,2016,1150
1426,Luster,2003,650
1426,Luster,2004,541
1426,Luster,2005,494
1426,Luster,2006,451
1426,Luster,2007,442
1426,Luster,2008,463
1426,Luster,2009,421
1426,Luster,2010,643
1426,Luster,2011,623
1426,Luster,2012,591
1426,Luster,2013,718
1426,Luster,2014,731
1426,Luster,2015,717
1426,Luster,2016,781
1428,Askvoll,2003,405
1428,Askvoll,2004,368
1428,Askvoll,2005,442
1428,Askvoll,2006,375
1428,Askvoll,2007,374
1428,Askvoll,2008,402
1428,Askvoll,2009,432
1428,Askvoll,2010,470
1428,Askvoll,2011,516
1428,Askvoll,2012,501
1428,Askvoll,2013,553
1428,Askvoll,2014,697
1428,Askvoll,2015,568
1428,Askvoll,2016,622
1429,Fjaler,2003,296
1429,Fjaler,2004,405
1429,Fjaler,2005,361
1429,Fjaler,2006,418
1429,Fjaler,2007,237
1429,Fjaler,2008,260
1429,Fjaler,2009,243
1429,Fjaler,2010,298
1429,Fjaler,2011,288
1429,Fjaler,2012,245
1429,Fjaler,2013,263
1429,Fjaler,2014,242
1429,Fjaler,2015,235
1429,Fjaler,2016,286
1430,Gaular,2003,360
1430,Gaular,2004,561
1430,Gaular,2005,555
1430,Gaular,2006,297
1430,Gaular,2007,421
1430,Gaular,2008,222
1430,Gaular,2009,211
1430,Gaular,2010,225
1430,Gaular,2011,212
1430,Gaular,2012,518
1430,Gaular,2013,238
1430,Gaular,2014,789
1430,Gaular,2015,360
1430,Gaular,2016,332
1431,Jølster,2003,277
1431,Jølster,2004,282
1431,Jølster,2005,375
1431,Jølster,2006,356
1431,Jølster,2007,944
1431,Jølster,2008,818
1431,Jølster,2009,415
1431,Jølster,2010,421
1431,Jølster,2011,506
1431,Jølster,2012,571
1431,Jølster,2013,610
1431,Jølster,2014,594
1431,Jølster,2015,647
1431,Jølster,2016,690
1432,Førde,2003,1473
1432,Førde,2004,1722
1432,Førde,2005,1938
1432,Førde,2006,824
1432,Førde,2007,424
1432,Førde,2008,564
1432,Førde,2009,631
1432,Førde,2010,689
1432,Førde,2011,791
1432,Førde,2012,817
1432,Førde,2013,774
1432,Førde,2014,767
1432,Førde,2015,750
1432,Førde,2016,728
1433,Naustdal,2003,189
1433,Naustdal,2004,171
1433,Naustdal,2005,214
1433,Naustdal,2006,197
1433,Naustdal,2007,210
1433,Naustdal,2008,214
1433,Naustdal,2009,196
1433,Naustdal,2010,243
1433,Naustdal,2011,314
1433,Naustdal,2012,379
1433,Naustdal,2013,388
1433,Naustdal,2014,363
1433,Naustdal,2015,297
1433,Naustdal,2016,251
1438,Bremanger,2003,1113
1438,Bremanger,2004,1199
1438,Bremanger,2005,1188
1438,Bremanger,2006,1340
1438,Bremanger,2007,1269
1438,Bremanger,2008,1281
1438,Bremanger,2009,1641
1438,Bremanger,2010,1732
1438,Bremanger,2011,1729
1438,Bremanger,2012,1727
1438,Bremanger,2013,1696
1438,Bremanger,2014,1608
1438,Bremanger,2015,1483
1438,Bremanger,2016,1618
1439,Vågsøy,2003,749
1439,Vågsøy,2004,983
1439,Vågsøy,2005,648
1439,Vågsøy,2006,880
1439,Vågsøy,2007,853
1439,Vågsøy,2008,805
1439,Vågsøy,2009,819
1439,Vågsøy,2010,951
1439,Vågsøy,2011,921
1439,Vågsøy,2012,1059
1439,Vågsøy,2013,1028
1439,Vågsøy,2014,1227
1439,Vågsøy,2015,1231
1439,Vågsøy,2016,1262
1441,Selje,2003,1615
1441,Selje,2004,869
1441,Selje,2005,1149
1441,Selje,2006,1287
1441,Selje,2007,1435
1441,Selje,2008,1734
1441,Selje,2009,1878
1441,Selje,2010,1928
1441,Selje,2011,1991
1441,Selje,2012,2078
1441,Selje,2013,2075
1441,Selje,2014,2217
1441,Selje,2015,2274
1441,Selje,2016,2194
1443,Eid,2003,323
1443,Eid,2004,330
1443,Eid,2005,399
1443,Eid,2006,251
1443,Eid,2007,441
1443,Eid,2008,420
1443,Eid,2009,424
1443,Eid,2010,382
1443,Eid,2011,347
1443,Eid,2012,395
1443,Eid,2013,453
1443,Eid,2014,428
1443,Eid,2015,494
1443,Eid,2016,508
1444,Hornindal,2003,86
1444,Hornindal,2004,72
1444,Hornindal,2005,89
1444,Hornindal,2006,111
1444,Hornindal,2007,128
1444,Hornindal,2008,110
1444,Hornindal,2009,127
1444,Hornindal,2010,136
1444,Hornindal,2011,145
1444,Hornindal,2012,195
1444,Hornindal,2013,222
1444,Hornindal,2014,228
1444,Hornindal,2015,205
1444,Hornindal,2016,287
1445,Gloppen,2003,751
1445,Gloppen,2004,961
1445,Gloppen,2005,928
1445,Gloppen,2006,692
1445,Gloppen,2007,633
1445,Gloppen,2008,659
1445,Gloppen,2009,914
1445,Gloppen,2010,1139
1445,Gloppen,2011,1180
1445,Gloppen,2012,1128
1445,Gloppen,2013,1294
1445,Gloppen,2014,1341
1445,Gloppen,2015,1514
1445,Gloppen,2016,1563
1449,Stryn,2003,1066
1449,Stryn,2004,1037
1449,Stryn,2005,1084
1449,Stryn,2006,1040
1449,Stryn,2007,1054
1449,Stryn,2008,1053
1449,Stryn,2009,1108
1449,Stryn,2010,1224
1449,Stryn,2011,1205
1449,Stryn,2012,1196
1449,Stryn,2013,1372
1449,Stryn,2014,1434
1449,Stryn,2015,1425
1449,Stryn,2016,1512
1502,Molde,2003,948
1502,Molde,2004,1123
1502,Molde,2005,1314
1502,Molde,2006,1345
1502,Molde,2007,1081
1502,Molde,2008,1032
1502,Molde,2009,1170
1502,Molde,2010,1219
1502,Molde,2011,1240
1502,Molde,2012,1348
1502,Molde,2013,1349
1502,Molde,2014,1314
1502,Molde,2015,1458
1502,Molde,2016,1634
1503,Kristiansund  (-2007),2003,1143
1503,Kristiansund  (-2007),2004,1196
1503,Kristiansund  (-2007),2005,1065
1503,Kristiansund  (-2007),2006,1029
1503,Kristiansund  (-2007),2007,1071
1503,Kristiansund  (-2007),2008,NA
1503,Kristiansund  (-2007),2009,NA
1503,Kristiansund  (-2007),2010,NA
1503,Kristiansund  (-2007),2011,NA
1503,Kristiansund  (-2007),2012,NA
1503,Kristiansund  (-2007),2013,NA
1503,Kristiansund  (-2007),2014,NA
1503,Kristiansund  (-2007),2015,NA
1503,Kristiansund  (-2007),2016,NA
1504,Ålesund,2003,4854
1504,Ålesund,2004,4594
1504,Ålesund,2005,5065
1504,Ålesund,2006,5088
1504,Ålesund,2007,3414
1504,Ålesund,2008,3149
1504,Ålesund,2009,3276
1504,Ålesund,2010,3689
1504,Ålesund,2011,3541
1504,Ålesund,2012,3678
1504,Ålesund,2013,4254
1504,Ålesund,2014,4408
1504,Ålesund,2015,5255
1504,Ålesund,2016,5630
1505,Kristiansund,2003,NA
1505,Kristiansund,2004,NA
1505,Kristiansund,2005,NA
1505,Kristiansund,2006,NA
1505,Kristiansund,2007,NA
1505,Kristiansund,2008,1638
1505,Kristiansund,2009,1666
1505,Kristiansund,2010,1757
1505,Kristiansund,2011,1857
1505,Kristiansund,2012,1808
1505,Kristiansund,2013,1885
1505,Kristiansund,2014,1754
1505,Kristiansund,2015,2421
1505,Kristiansund,2016,2753
1511,Vanylven,2003,1101
1511,Vanylven,2004,1265
1511,Vanylven,2005,1280
1511,Vanylven,2006,1359
1511,Vanylven,2007,1387
1511,Vanylven,2008,1643
1511,Vanylven,2009,1701
1511,Vanylven,2010,1526
1511,Vanylven,2011,1630
1511,Vanylven,2012,1840
1511,Vanylven,2013,2201
1511,Vanylven,2014,1551
1511,Vanylven,2015,1738
1511,Vanylven,2016,965
1514,Sande (Møre og Romsdal),2003,309
1514,Sande (Møre og Romsdal),2004,324
1514,Sande (Møre og Romsdal),2005,283
1514,Sande (Møre og Romsdal),2006,335
1514,Sande (Møre og Romsdal),2007,313
1514,Sande (Møre og Romsdal),2008,279
1514,Sande (Møre og Romsdal),2009,266
1514,Sande (Møre og Romsdal),2010,277
1514,Sande (Møre og Romsdal),2011,335
1514,Sande (Møre og Romsdal),2012,352
1514,Sande (Møre og Romsdal),2013,424
1514,Sande (Møre og Romsdal),2014,461
1514,Sande (Møre og Romsdal),2015,419
1514,Sande (Møre og Romsdal),2016,436
1515,Herøy (Møre og Romsdal),2003,943
1515,Herøy (Møre og Romsdal),2004,996
1515,Herøy (Møre og Romsdal),2005,832
1515,Herøy (Møre og Romsdal),2006,890
1515,Herøy (Møre og Romsdal),2007,887
1515,Herøy (Møre og Romsdal),2008,832
1515,Herøy (Møre og Romsdal),2009,791
1515,Herøy (Møre og Romsdal),2010,876
1515,Herøy (Møre og Romsdal),2011,1162
1515,Herøy (Møre og Romsdal),2012,1391
1515,Herøy (Møre og Romsdal),2013,1133
1515,Herøy (Møre og Romsdal),2014,1078
1515,Herøy (Møre og Romsdal),2015,973
1515,Herøy (Møre og Romsdal),2016,1197
1516,Ulstein,2003,919
1516,Ulstein,2004,963
1516,Ulstein,2005,1161
1516,Ulstein,2006,1193
1516,Ulstein,2007,1124
1516,Ulstein,2008,1502
1516,Ulstein,2009,2755
1516,Ulstein,2010,2261
1516,Ulstein,2011,1875
1516,Ulstein,2012,2112
1516,Ulstein,2013,2164
1516,Ulstein,2014,2056
1516,Ulstein,2015,2235
1516,Ulstein,2016,2010
1517,Hareid,2003,510
1517,Hareid,2004,485
1517,Hareid,2005,425
1517,Hareid,2006,455
1517,Hareid,2007,440
1517,Hareid,2008,417
1517,Hareid,2009,581
1517,Hareid,2010,577
1517,Hareid,2011,566
1517,Hareid,2012,629
1517,Hareid,2013,684
1517,Hareid,2014,767
1517,Hareid,2015,749
1517,Hareid,2016,870
1519,Volda,2003,1156
1519,Volda,2004,1341
1519,Volda,2005,1470
1519,Volda,2006,1240
1519,Volda,2007,1205
1519,Volda,2008,1199
1519,Volda,2009,1219
1519,Volda,2010,1175
1519,Volda,2011,1297
1519,Volda,2012,1339
1519,Volda,2013,1451
1519,Volda,2014,1469
1519,Volda,2015,1630
1519,Volda,2016,1572
1520,Ørsta,2003,2338
1520,Ørsta,2004,2501
1520,Ørsta,2005,2431
1520,Ørsta,2006,2678
1520,Ørsta,2007,2805
1520,Ørsta,2008,2733
1520,Ørsta,2009,2926
1520,Ørsta,2010,2851
1520,Ørsta,2011,3240
1520,Ørsta,2012,2608
1520,Ørsta,2013,3110
1520,Ørsta,2014,3458
1520,Ørsta,2015,4469
1520,Ørsta,2016,1568
1523,Ørskog,2003,328
1523,Ørskog,2004,320
1523,Ørskog,2005,450
1523,Ørskog,2006,432
1523,Ørskog,2007,53
1523,Ørskog,2008,415
1523,Ørskog,2009,520
1523,Ørskog,2010,555
1523,Ørskog,2011,552
1523,Ørskog,2012,498
1523,Ørskog,2013,378
1523,Ørskog,2014,288
1523,Ørskog,2015,284
1523,Ørskog,2016,271
1524,Norddal,2003,395
1524,Norddal,2004,580
1524,Norddal,2005,543
1524,Norddal,2006,435
1524,Norddal,2007,338
1524,Norddal,2008,289
1524,Norddal,2009,327
1524,Norddal,2010,362
1524,Norddal,2011,395
1524,Norddal,2012,423
1524,Norddal,2013,420
1524,Norddal,2014,416
1524,Norddal,2015,430
1524,Norddal,2016,409
1525,Stranda,2003,2498
1525,Stranda,2004,2684
1525,Stranda,2005,3210
1525,Stranda,2006,3399
1525,Stranda,2007,3540
1525,Stranda,2008,1520
1525,Stranda,2009,609
1525,Stranda,2010,672
1525,Stranda,2011,986
1525,Stranda,2012,955
1525,Stranda,2013,791
1525,Stranda,2014,846
1525,Stranda,2015,744
1525,Stranda,2016,729
1526,Stordal,2003,65
1526,Stordal,2004,59
1526,Stordal,2005,55
1526,Stordal,2006,56
1526,Stordal,2007,54
1526,Stordal,2008,72
1526,Stordal,2009,72
1526,Stordal,2010,86
1526,Stordal,2011,80
1526,Stordal,2012,85
1526,Stordal,2013,88
1526,Stordal,2014,0
1526,Stordal,2015,119
1526,Stordal,2016,116
1528,Sykkylven,2003,700
1528,Sykkylven,2004,832
1528,Sykkylven,2005,914
1528,Sykkylven,2006,857
1528,Sykkylven,2007,922
1528,Sykkylven,2008,706
1528,Sykkylven,2009,893
1528,Sykkylven,2010,1106
1528,Sykkylven,2011,1123
1528,Sykkylven,2012,1137
1528,Sykkylven,2013,1280
1528,Sykkylven,2014,1246
1528,Sykkylven,2015,1314
1528,Sykkylven,2016,1443
1529,Skodje,2003,379
1529,Skodje,2004,393
1529,Skodje,2005,438
1529,Skodje,2006,383
1529,Skodje,2007,377
1529,Skodje,2008,388
1529,Skodje,2009,438
1529,Skodje,2010,508
1529,Skodje,2011,521
1529,Skodje,2012,568
1529,Skodje,2013,588
1529,Skodje,2014,563
1529,Skodje,2015,538
1529,Skodje,2016,451
1531,Sula,2003,1955
1531,Sula,2004,570
1531,Sula,2005,597
1531,Sula,2006,573
1531,Sula,2007,627
1531,Sula,2008,698
1531,Sula,2009,726
1531,Sula,2010,927
1531,Sula,2011,990
1531,Sula,2012,4091
1531,Sula,2013,4752
1531,Sula,2014,5223
1531,Sula,2015,4975
1531,Sula,2016,4748
1532,Giske,2003,837
1532,Giske,2004,733
1532,Giske,2005,758
1532,Giske,2006,783
1532,Giske,2007,826
1532,Giske,2008,833
1532,Giske,2009,800
1532,Giske,2010,1087
1532,Giske,2011,1032
1532,Giske,2012,1391
1532,Giske,2013,935
1532,Giske,2014,970
1532,Giske,2015,893
1532,Giske,2016,1053
1534,Haram,2003,833
1534,Haram,2004,835
1534,Haram,2005,840
1534,Haram,2006,805
1534,Haram,2007,815
1534,Haram,2008,873
1534,Haram,2009,892
1534,Haram,2010,986
1534,Haram,2011,896
1534,Haram,2012,865
1534,Haram,2013,809
1534,Haram,2014,764
1534,Haram,2015,861
1534,Haram,2016,1175
1535,Vestnes,2003,760
1535,Vestnes,2004,862
1535,Vestnes,2005,877
1535,Vestnes,2006,854
1535,Vestnes,2007,819
1535,Vestnes,2008,892
1535,Vestnes,2009,842
1535,Vestnes,2010,863
1535,Vestnes,2011,806
1535,Vestnes,2012,822
1535,Vestnes,2013,757
1535,Vestnes,2014,880
1535,Vestnes,2015,961
1535,Vestnes,2016,976
1539,Rauma,2003,510
1539,Rauma,2004,659
1539,Rauma,2005,558
1539,Rauma,2006,599
1539,Rauma,2007,626
1539,Rauma,2008,685
1539,Rauma,2009,692
1539,Rauma,2010,851
1539,Rauma,2011,1058
1539,Rauma,2012,971
1539,Rauma,2013,969
1539,Rauma,2014,1268
1539,Rauma,2015,1217
1539,Rauma,2016,1172
1543,Nesset,2003,172
1543,Nesset,2004,224
1543,Nesset,2005,306
1543,Nesset,2006,342
1543,Nesset,2007,326
1543,Nesset,2008,315
1543,Nesset,2009,326
1543,Nesset,2010,343
1543,Nesset,2011,324
1543,Nesset,2012,366
1543,Nesset,2013,406
1543,Nesset,2014,350
1543,Nesset,2015,351
1543,Nesset,2016,332
1545,Midsund,2003,196
1545,Midsund,2004,183
1545,Midsund,2005,176
1545,Midsund,2006,191
1545,Midsund,2007,164
1545,Midsund,2008,138
1545,Midsund,2009,189
1545,Midsund,2010,224
1545,Midsund,2011,168
1545,Midsund,2012,156
1545,Midsund,2013,212
1545,Midsund,2014,232
1545,Midsund,2015,260
1545,Midsund,2016,284
1546,Sandøy,2003,171
1546,Sandøy,2004,165
1546,Sandøy,2005,159
1546,Sandøy,2006,116
1546,Sandøy,2007,194
1546,Sandøy,2008,127
1546,Sandøy,2009,108
1546,Sandøy,2010,77
1546,Sandøy,2011,143
1546,Sandøy,2012,110
1546,Sandøy,2013,105
1546,Sandøy,2014,131
1546,Sandøy,2015,127
1546,Sandøy,2016,123
1547,Aukra,2003,253
1547,Aukra,2004,324
1547,Aukra,2005,384
1547,Aukra,2006,376
1547,Aukra,2007,462
1547,Aukra,2008,436
1547,Aukra,2009,364
1547,Aukra,2010,376
1547,Aukra,2011,457
1547,Aukra,2012,373
1547,Aukra,2013,325
1547,Aukra,2014,341
1547,Aukra,2015,292
1547,Aukra,2016,365
1548,Fræna,2003,732
1548,Fræna,2004,794
1548,Fræna,2005,733
1548,Fræna,2006,825
1548,Fræna,2007,737
1548,Fræna,2008,719
1548,Fræna,2009,816
1548,Fræna,2010,872
1548,Fræna,2011,1158
1548,Fræna,2012,796
1548,Fræna,2013,843
1548,Fræna,2014,972
1548,Fræna,2015,970
1548,Fræna,2016,984
1551,Eide,2003,345
1551,Eide,2004,358
1551,Eide,2005,328
1551,Eide,2006,275
1551,Eide,2007,275
1551,Eide,2008,269
1551,Eide,2009,235
1551,Eide,2010,233
1551,Eide,2011,342
1551,Eide,2012,288
1551,Eide,2013,255
1551,Eide,2014,903
1551,Eide,2015,890
1551,Eide,2016,931
1554,Averøy,2003,560
1554,Averøy,2004,577
1554,Averøy,2005,542
1554,Averøy,2006,519
1554,Averøy,2007,527
1554,Averøy,2008,493
1554,Averøy,2009,503
1554,Averøy,2010,647
1554,Averøy,2011,609
1554,Averøy,2012,691
1554,Averøy,2013,674
1554,Averøy,2014,701
1554,Averøy,2015,769
1554,Averøy,2016,780
1556,Frei (-2007),2003,383
1556,Frei (-2007),2004,394
1556,Frei (-2007),2005,389
1556,Frei (-2007),2006,313
1556,Frei (-2007),2007,357
1556,Frei (-2007),2008,NA
1556,Frei (-2007),2009,NA
1556,Frei (-2007),2010,NA
1556,Frei (-2007),2011,NA
1556,Frei (-2007),2012,NA
1556,Frei (-2007),2013,NA
1556,Frei (-2007),2014,NA
1556,Frei (-2007),2015,NA
1556,Frei (-2007),2016,NA
1557,Gjemnes,2003,349
1557,Gjemnes,2004,347
1557,Gjemnes,2005,424
1557,Gjemnes,2006,405
1557,Gjemnes,2007,421
1557,Gjemnes,2008,339
1557,Gjemnes,2009,377
1557,Gjemnes,2010,426
1557,Gjemnes,2011,407
1557,Gjemnes,2012,433
1557,Gjemnes,2013,490
1557,Gjemnes,2014,614
1557,Gjemnes,2015,559
1557,Gjemnes,2016,520
1560,Tingvoll,2003,391
1560,Tingvoll,2004,506
1560,Tingvoll,2005,428
1560,Tingvoll,2006,372
1560,Tingvoll,2007,343
1560,Tingvoll,2008,332
1560,Tingvoll,2009,431
1560,Tingvoll,2010,485
1560,Tingvoll,2011,554
1560,Tingvoll,2012,513
1560,Tingvoll,2013,676
1560,Tingvoll,2014,611
1560,Tingvoll,2015,556
1560,Tingvoll,2016,567
1563,Sunndal,2003,1331
1563,Sunndal,2004,1063
1563,Sunndal,2005,1077
1563,Sunndal,2006,1083
1563,Sunndal,2007,1200
1563,Sunndal,2008,1188
1563,Sunndal,2009,936
1563,Sunndal,2010,1314
1563,Sunndal,2011,961
1563,Sunndal,2012,969
1563,Sunndal,2013,849
1563,Sunndal,2014,873
1563,Sunndal,2015,818
1563,Sunndal,2016,873
1566,Surnadal,2003,830
1566,Surnadal,2004,907
1566,Surnadal,2005,952
1566,Surnadal,2006,953
1566,Surnadal,2007,918
1566,Surnadal,2008,887
1566,Surnadal,2009,976
1566,Surnadal,2010,1092
1566,Surnadal,2011,928
1566,Surnadal,2012,976
1566,Surnadal,2013,1071
1566,Surnadal,2014,1029
1566,Surnadal,2015,1029
1566,Surnadal,2016,1036
1567,Rindal (-2018),2003,361
1567,Rindal (-2018),2004,361
1567,Rindal (-2018),2005,367
1567,Rindal (-2018),2006,322
1567,Rindal (-2018),2007,375
1567,Rindal (-2018),2008,310
1567,Rindal (-2018),2009,452
1567,Rindal (-2018),2010,466
1567,Rindal (-2018),2011,602
1567,Rindal (-2018),2012,565
1567,Rindal (-2018),2013,586
1567,Rindal (-2018),2014,543
1567,Rindal (-2018),2015,537
1567,Rindal (-2018),2016,462
1569,Aure (-2005),2003,361
1569,Aure (-2005),2004,378
1569,Aure (-2005),2005,226
1569,Aure (-2005),2006,NA
1569,Aure (-2005),2007,NA
1569,Aure (-2005),2008,NA
1569,Aure (-2005),2009,NA
1569,Aure (-2005),2010,NA
1569,Aure (-2005),2011,NA
1569,Aure (-2005),2012,NA
1569,Aure (-2005),2013,NA
1569,Aure (-2005),2014,NA
1569,Aure (-2005),2015,NA
1569,Aure (-2005),2016,NA
1571,Halsa,2003,224
1571,Halsa,2004,181
1571,Halsa,2005,163
1571,Halsa,2006,252
1571,Halsa,2007,343
1571,Halsa,2008,360
1571,Halsa,2009,195
1571,Halsa,2010,267
1571,Halsa,2011,282
1571,Halsa,2012,308
1571,Halsa,2013,295
1571,Halsa,2014,299
1571,Halsa,2015,424
1571,Halsa,2016,303
1572,Tustna (-2005),2003,112
1572,Tustna (-2005),2004,113
1572,Tustna (-2005),2005,128
1572,Tustna (-2005),2006,NA
1572,Tustna (-2005),2007,NA
1572,Tustna (-2005),2008,NA
1572,Tustna (-2005),2009,NA
1572,Tustna (-2005),2010,NA
1572,Tustna (-2005),2011,NA
1572,Tustna (-2005),2012,NA
1572,Tustna (-2005),2013,NA
1572,Tustna (-2005),2014,NA
1572,Tustna (-2005),2015,NA
1572,Tustna (-2005),2016,NA
1573,Smøla,2003,309
1573,Smøla,2004,331
1573,Smøla,2005,324
1573,Smøla,2006,315
1573,Smøla,2007,262
1573,Smøla,2008,266
1573,Smøla,2009,246
1573,Smøla,2010,276
1573,Smøla,2011,276
1573,Smøla,2012,267
1573,Smøla,2013,312
1573,Smøla,2014,271
1573,Smøla,2015,229
1573,Smøla,2016,295
1576,Aure,2003,NA
1576,Aure,2004,NA
1576,Aure,2005,NA
1576,Aure,2006,183
1576,Aure,2007,199
1576,Aure,2008,583
1576,Aure,2009,486
1576,Aure,2010,530
1576,Aure,2011,522
1576,Aure,2012,522
1576,Aure,2013,569
1576,Aure,2014,669
1576,Aure,2015,599
1576,Aure,2016,666
1601,Trondheim (-2017),2003,17860
1601,Trondheim (-2017),2004,14828
1601,Trondheim (-2017),2005,15331
1601,Trondheim (-2017),2006,15313
1601,Trondheim (-2017),2007,15731
1601,Trondheim (-2017),2008,17385
1601,Trondheim (-2017),2009,18484
1601,Trondheim (-2017),2010,19622
1601,Trondheim (-2017),2011,19396
1601,Trondheim (-2017),2012,19541
1601,Trondheim (-2017),2013,20678
1601,Trondheim (-2017),2014,22980
1601,Trondheim (-2017),2015,25372
1601,Trondheim (-2017),2016,25352
1612,Hemne (-2017),2003,638
1612,Hemne (-2017),2004,655
1612,Hemne (-2017),2005,726
1612,Hemne (-2017),2006,576
1612,Hemne (-2017),2007,527
1612,Hemne (-2017),2008,406
1612,Hemne (-2017),2009,455
1612,Hemne (-2017),2010,640
1612,Hemne (-2017),2011,655
1612,Hemne (-2017),2012,481
1612,Hemne (-2017),2013,539
1612,Hemne (-2017),2014,703
1612,Hemne (-2017),2015,752
1612,Hemne (-2017),2016,1053
1613,Snillfjord (-2017),2003,131
1613,Snillfjord (-2017),2004,90
1613,Snillfjord (-2017),2005,79
1613,Snillfjord (-2017),2006,94
1613,Snillfjord (-2017),2007,110
1613,Snillfjord (-2017),2008,101
1613,Snillfjord (-2017),2009,94
1613,Snillfjord (-2017),2010,81
1613,Snillfjord (-2017),2011,85
1613,Snillfjord (-2017),2012,82
1613,Snillfjord (-2017),2013,103
1613,Snillfjord (-2017),2014,86
1613,Snillfjord (-2017),2015,89
1613,Snillfjord (-2017),2016,64
1617,Hitra (-2017),2003,598
1617,Hitra (-2017),2004,712
1617,Hitra (-2017),2005,715
1617,Hitra (-2017),2006,685
1617,Hitra (-2017),2007,688
1617,Hitra (-2017),2008,677
1617,Hitra (-2017),2009,593
1617,Hitra (-2017),2010,551
1617,Hitra (-2017),2011,323
1617,Hitra (-2017),2012,239
1617,Hitra (-2017),2013,251
1617,Hitra (-2017),2014,273
1617,Hitra (-2017),2015,272
1617,Hitra (-2017),2016,291
1620,Frøya (-2017),2003,501
1620,Frøya (-2017),2004,207
1620,Frøya (-2017),2005,227
1620,Frøya (-2017),2006,249
1620,Frøya (-2017),2007,374
1620,Frøya (-2017),2008,338
1620,Frøya (-2017),2009,264
1620,Frøya (-2017),2010,232
1620,Frøya (-2017),2011,141
1620,Frøya (-2017),2012,126
1620,Frøya (-2017),2013,334
